CustomerID,CustomerName,gender,birthDate,contactNumber,Region,email,organization,taxCode,debt,retailerId,modifiedDate,createdDate
KH06724,Cao Minh Tam,True,01-01-1970,84816416947,Can Tho,caominhtam@example.com,Tap đoan XYZ,VN5132,8429.73,49,01-01-2024,28-02-2023
KH06725,Hoang Van Tien,True,18-08-1979,84245816408,Can Tho,hoangvantien@example.com,Cong ty Co phan Tech Viet,VN2228,3810.19,74,01-01-2024,28-01-2023
KH06726,Nguyen Van An,False,01-01-1970,84134845649,Can Tho,nguyenvanan@example.com,Cong ty Co phan Tech Viet,VN3143,4760.31,4,13-03-2024,07-04-2023
KH06727,Huynh Thi Thu Ha,False,12-11-1995,84420673553,Ho Chi Minh,huynhthithuha@example.com,Doanh nghiep Hoa Binh,VN5536,6436.68,73,01-01-2024,23-01-2023
KH06728,Ngo Van Long,False,01-01-1970,84153153301,Ho Chi Minh,ngovanlong@example.com,Cong ty TNHH ABC,VN7254,9544.55,42,01-01-2024,13-07-2023
KH06729,Pham Thi Thanh Huong,True,01-01-1970,84879168702,Ha Noi,phamthithanhhuong@example.com,Tap đoan XYZ,VN6301,9430.93,10,01-01-2024,05-11-2023
KH06730,Huynh Thi Thu Ha,False,26-11-1986,84545199373,Hai Phong,huynhthithuha@example.com,Tap đoan XYZ,VN6631,6090.36,46,01-01-2024,08-05-2023
KH06731,Cao Minh Tam,False,25-10-2000,84869025386,Ho Chi Minh,caominhtam@example.com,Doanh nghiep Hoa Binh,VN1525,468.57,80,01-01-2024,27-04-2023
KH06732,Le Minh Hoang,False,01-01-1970,84828417450,Ha Noi,leminhhoang@example.com,Cong ty TNHH ABC,VN2295,6042.87,40,01-01-2024,02-10-2023
KH06733,Cao Minh Tam,True,01-01-1970,84468165529,Đa Nang,caominhtam@example.com,Tap đoan XYZ,VN7160,3588.19,80,21-06-2024,14-06-2023
KH06734,Ly Thi Kim Chi,True,30-03-1994,84292859983,Ho Chi Minh,lythikimchi@example.com,Cong ty TNHH ABC,VN6531,5702.85,20,16-07-2024,26-01-2023
KH06735,Nguyen Van An,True,01-01-1970,84799937274,Hai Phong,nguyenvanan@example.com,Cong ty Co phan Tech Viet,VN8667,8374.01,42,01-01-2024,28-06-2023
KH06736,Hoang Van Tien,False,01-01-1970,84229169752,Ha Noi,hoangvantien@example.com,Cong ty TNHH ABC,VN7064,1468.35,26,01-01-2024,12-07-2023
KH06737,Le Minh Hoang,True,01-01-1970,84328653688,Ho Chi Minh,leminhhoang@example.com,Doanh nghiep Hoa Binh,VN6064,8293.47,99,01-01-2024,11-07-2023
KH06738,Tran Thi Bich Ngoc,False,01-01-1970,84703573631,Ho Chi Minh,tranthibichngoc@example.com,Cong ty TNHH ABC,VN1123,4648.98,89,19-07-2024,07-01-2023
KH06739,Vu Minh Quan,False,01-01-1970,84378998575,Hai Phong,vuminhquan@example.com,Cong ty TNHH ABC,VN8877,1528.75,95,01-01-2024,11-04-2023
KH06740,Bui Thi Lan,False,01-01-1970,84727622590,Can Tho,buithilan@example.com,Cong ty Co phan Tech Viet,VN5878,7850.16,8,24-04-2024,12-08-2023
KH06741,Nguyen Van An,False,01-01-1970,84770200407,Ho Chi Minh,nguyenvanan@example.com,Tap đoan XYZ,VN8459,4503.63,93,02-11-2024,14-11-2023
KH06742,Vu Minh Quan,False,04-02-1971,84235065204,Ha Noi,vuminhquan@example.com,Cong ty TNHH ABC,VN2626,8890.2,3,01-01-2024,02-04-2023
KH06743,Ly Thi Kim Chi,True,31-05-1987,84642361752,Đa Nang,lythikimchi@example.com,Doanh nghiep Hoa Binh,VN7648,8871.16,18,13-08-2024,09-12-2023
KH06744,Hoang Van Tien,False,01-01-1970,84342262926,Can Tho,hoangvantien@example.com,Doanh nghiep Hoa Binh,VN2893,9646.44,25,01-01-2024,26-04-2023
KH06745,Nguyen Van An,True,16-12-1996,84378915982,Hai Phong,nguyenvanan@example.com,Cong ty TNHH ABC,VN7065,6590.29,90,02-12-2024,17-10-2023
KH06746,Đo Hoang Anh,False,01-01-1970,84610417192,Hai Phong,đohoanganh@example.com,Tap đoan XYZ,VN7030,3276.14,71,01-01-2024,07-09-2023
KH06747,Tran Thi Bich Ngoc,False,25-04-1996,84560285459,Can Tho,tranthibichngoc@example.com,Tap đoan XYZ,VN1917,8848.55,80,01-01-2024,19-12-2023
KH06748,Đo Hoang Anh,True,01-01-1970,84202819251,Ha Noi,đohoanganh@example.com,Doanh nghiep Hoa Binh,VN6048,8903.5,2,02-02-2024,07-10-2023
KH06749,Đo Hoang Anh,False,01-01-1970,84434144038,Ho Chi Minh,đohoanganh@example.com,Cong ty Co phan Tech Viet,VN7133,9160.21,91,08-12-2024,04-03-2023
KH06750,Tran Thi Bich Ngoc,False,01-01-1970,84625119220,Ho Chi Minh,tranthibichngoc@example.com,Cong ty Co phan Tech Viet,VN9048,2353.04,79,01-01-2024,06-12-2023
KH06751,Bui Thi Lan,False,01-01-1970,84887236487,Can Tho,buithilan@example.com,Cong ty Co phan Tech Viet,VN1878,7795.01,60,05-06-2024,19-05-2023
KH06752,Le Minh Hoang,False,07-07-1987,84796585091,Hai Phong,leminhhoang@example.com,Cong ty Co phan Tech Viet,VN9286,690.77,56,01-01-2024,27-11-2023
KH06753,Bui Thi Lan,False,25-04-1980,84718359625,Can Tho,buithilan@example.com,Cong ty Co phan Tech Viet,VN6440,7641.89,4,02-01-2024,06-09-2023
KH06754,Phan Thi Mai,False,01-01-1970,84814390420,Ho Chi Minh,phanthimai@example.com,Cong ty Co phan Tech Viet,VN4338,6179.18,88,01-01-2024,01-09-2023
KH06755,Bui Thi Lan,True,21-05-1981,84957385007,Ha Noi,buithilan@example.com,Doanh nghiep Hoa Binh,VN7232,1930.6,79,01-01-2024,23-06-2023
KH06756,Nguyen Van An,False,17-08-1978,84324994296,Ho Chi Minh,nguyenvanan@example.com,Cong ty Co phan Tech Viet,VN1257,8421.7,43,24-07-2024,03-08-2023
KH06757,Hoang Van Tien,False,03-02-1977,84340906497,Ha Noi,hoangvantien@example.com,Cong ty TNHH ABC,VN8454,4785.06,8,01-01-2024,23-11-2023
KH06758,Hoang Van Tien,False,01-01-1970,84715894960,Can Tho,hoangvantien@example.com,Cong ty TNHH ABC,VN8150,4245.3,38,18-04-2024,15-03-2023
KH06759,Hoang Van Tien,False,01-01-1970,84843460454,Can Tho,hoangvantien@example.com,Cong ty Co phan Tech Viet,VN3045,491.61,22,01-02-2024,04-02-2023
KH06760,Cao Minh Tam,False,16-09-1994,84370011566,Ha Noi,caominhtam@example.com,Cong ty TNHH ABC,VN8625,6137.85,23,01-01-2024,17-09-2023
KH06761,Bui Thi Lan,False,01-01-1970,84798846343,Ho Chi Minh,buithilan@example.com,Doanh nghiep Hoa Binh,VN6859,9837.62,39,26-02-2024,05-03-2023
KH06762,Pham Thi Thanh Huong,False,24-07-1985,84278540365,Can Tho,phamthithanhhuong@example.com,Cong ty TNHH ABC,VN6793,5530.37,6,01-01-2024,12-02-2023
KH06763,Hoang Van Tien,True,01-01-1970,84151498617,Ha Noi,hoangvantien@example.com,Cong ty Co phan Tech Viet,VN4221,4822.82,9,24-01-2024,26-08-2023
KH06764,Ly Thi Kim Chi,False,01-01-1970,84848574668,Hai Phong,lythikimchi@example.com,Cong ty Co phan Tech Viet,VN3762,5580.48,78,01-01-2024,21-05-2023
KH06765,Ngo Van Long,True,15-01-1976,84682828532,Đa Nang,ngovanlong@example.com,Cong ty TNHH ABC,VN3041,3968.32,49,01-01-2024,10-12-2023
KH06766,Ngo Van Long,False,19-09-1994,84643960389,Can Tho,ngovanlong@example.com,Cong ty TNHH ABC,VN7712,9632.35,65,18-08-2024,18-02-2023
KH06767,Bui Thi Lan,False,01-01-1970,84888892069,Hai Phong,buithilan@example.com,Cong ty Co phan Tech Viet,VN7615,4055.33,48,18-06-2024,23-10-2023
KH06768,Ngo Van Long,True,27-11-1985,84647413800,Ho Chi Minh,ngovanlong@example.com,Tap đoan XYZ,VN7032,4366.71,34,20-03-2024,19-05-2023
KH06769,Tran Thi Bich Ngoc,False,01-01-1970,84637878226,Đa Nang,tranthibichngoc@example.com,Doanh nghiep Hoa Binh,VN7576,8549.9,79,18-01-2024,09-08-2023
KH06770,Bui Thi Lan,True,01-01-1970,84214383510,Ha Noi,buithilan@example.com,Cong ty Co phan Tech Viet,VN7318,8401.33,16,01-01-2024,05-03-2023
KH06771,Ngo Van Long,False,01-10-1991,84780914919,Hai Phong,ngovanlong@example.com,Doanh nghiep Hoa Binh,VN9538,9920.06,41,14-02-2024,05-04-2023
KH06772,Tran Thi Bich Ngoc,True,01-01-1970,84504396867,Hai Phong,tranthibichngoc@example.com,Cong ty TNHH ABC,VN2350,7990.87,39,13-02-2024,12-08-2023
KH06773,Tran Thi Bich Ngoc,True,10-06-1975,84297095517,Can Tho,tranthibichngoc@example.com,Tap đoan XYZ,VN5955,8815.65,93,25-08-2024,22-02-2023
KH06774,Tran Thi Bich Ngoc,False,01-01-1970,84759530219,Can Tho,tranthibichngoc@example.com,Tap đoan XYZ,VN7599,4559.12,12,01-01-2024,16-02-2023
KH06775,Phan Thi Mai,False,01-01-1970,84763655229,Đa Nang,phanthimai@example.com,Cong ty TNHH ABC,VN5192,3343.62,20,01-01-2024,17-07-2023
KH06776,Đang Thi Hanh,True,01-01-1970,84120582969,Đa Nang,đangthihanh@example.com,Cong ty TNHH ABC,VN2822,2845.21,18,23-02-2024,21-10-2023
KH06777,Cao Minh Tam,False,01-01-1970,84475259821,Hai Phong,caominhtam@example.com,Cong ty TNHH ABC,VN7877,885.33,96,01-01-2024,30-05-2023
KH06778,Phan Thi Mai,False,21-11-2001,84134805442,Ho Chi Minh,phanthimai@example.com,Tap đoan XYZ,VN9857,7237.66,88,01-01-2024,02-06-2023
KH06779,Tran Thi Bich Ngoc,False,01-01-1970,84753182029,Đa Nang,tranthibichngoc@example.com,Cong ty TNHH ABC,VN6244,9928.36,75,17-06-2024,21-01-2023
KH06780,Ly Thi Kim Chi,False,01-01-1970,84643433714,Ha Noi,lythikimchi@example.com,Cong ty Co phan Tech Viet,VN4704,4688.31,93,01-01-2024,18-05-2023
KH06781,Ngo Van Long,True,01-01-1970,84767275870,Đa Nang,ngovanlong@example.com,Doanh nghiep Hoa Binh,VN7193,9630.31,3,01-01-2024,22-09-2023
KH06782,Đo Hoang Anh,True,01-01-1970,84770088596,Ha Noi,đohoanganh@example.com,Doanh nghiep Hoa Binh,VN9498,7085.0,35,01-01-2024,05-08-2023
KH06783,Le Minh Hoang,True,01-01-1970,84600898251,Ho Chi Minh,leminhhoang@example.com,Cong ty TNHH ABC,VN7523,8464.56,55,27-02-2024,10-05-2023
KH06784,Vu Minh Quan,False,01-01-1970,84533699082,Đa Nang,vuminhquan@example.com,Cong ty Co phan Tech Viet,VN6272,1804.89,54,01-01-2024,14-10-2023
KH06785,Ly Thi Kim Chi,False,01-01-1970,84982097876,Hai Phong,lythikimchi@example.com,Doanh nghiep Hoa Binh,VN9273,9928.29,15,26-03-2024,30-07-2023
KH06786,Đang Thi Hanh,False,25-03-1972,84159050073,Đa Nang,đangthihanh@example.com,Tap đoan XYZ,VN6714,7368.21,49,01-01-2024,10-05-2023
KH06787,Phan Thi Mai,True,01-01-1970,84128338843,Ho Chi Minh,phanthimai@example.com,Cong ty Co phan Tech Viet,VN8122,9813.32,36,15-01-2024,20-03-2023
KH06788,Huynh Thi Thu Ha,False,12-06-1976,84185271281,Đa Nang,huynhthithuha@example.com,Tap đoan XYZ,VN1674,8942.69,37,01-01-2024,19-05-2023
KH06789,Đang Thi Hanh,False,02-01-2001,84104904695,Can Tho,đangthihanh@example.com,Doanh nghiep Hoa Binh,VN5900,7013.05,86,07-04-2024,08-02-2023
KH06790,Tran Thi Bich Ngoc,False,01-01-1970,84735046776,Đa Nang,tranthibichngoc@example.com,Cong ty Co phan Tech Viet,VN7038,3663.7,77,16-06-2024,22-10-2023
KH06791,Cao Minh Tam,False,02-11-1986,84809037467,Hai Phong,caominhtam@example.com,Cong ty TNHH ABC,VN5084,5372.75,6,01-01-2024,24-06-2023
KH06792,Nguyen Van An,False,01-01-1970,84563838255,Can Tho,nguyenvanan@example.com,Doanh nghiep Hoa Binh,VN8080,9760.09,5,01-01-2024,10-02-2023
KH06793,Đo Hoang Anh,False,29-11-1997,84446906706,Ho Chi Minh,đohoanganh@example.com,Cong ty Co phan Tech Viet,VN6135,4808.78,76,01-01-2024,18-10-2023
KH06794,Ngo Van Long,False,01-01-1970,84930335076,Ha Noi,ngovanlong@example.com,Cong ty TNHH ABC,VN4107,7139.71,1,01-01-2024,24-08-2023
KH06795,Phan Thi Mai,True,01-01-1970,84561973372,Ha Noi,phanthimai@example.com,Cong ty TNHH ABC,VN7294,3180.99,6,17-07-2024,16-09-2023
KH06796,Le Minh Hoang,True,01-01-1970,84627770018,Can Tho,leminhhoang@example.com,Tap đoan XYZ,VN5479,7658.5,81,17-11-2024,25-11-2023
KH06797,Ly Thi Kim Chi,True,19-09-2000,84459675050,Hai Phong,lythikimchi@example.com,Cong ty TNHH ABC,VN8433,1194.87,44,01-01-2024,02-12-2023
KH06798,Huynh Thi Thu Ha,True,01-01-1970,84914097154,Can Tho,huynhthithuha@example.com,Doanh nghiep Hoa Binh,VN1401,6472.41,10,01-01-2024,25-03-2023
KH06799,Nguyen Van An,False,01-01-1970,84227529637,Ho Chi Minh,nguyenvanan@example.com,Cong ty Co phan Tech Viet,VN9643,6290.12,40,22-01-2024,28-01-2023
KH06800,Tran Thi Bich Ngoc,False,19-03-1983,84770710620,Hai Phong,tranthibichngoc@example.com,Tap đoan XYZ,VN8183,6184.29,1,01-01-2024,02-07-2023
KH06801,Tran Thi Bich Ngoc,False,20-09-1977,84450186804,Hai Phong,tranthibichngoc@example.com,Doanh nghiep Hoa Binh,VN7162,446.25,26,01-01-2024,13-02-2023
KH06802,Vu Minh Quan,True,01-01-1970,84686403064,Ho Chi Minh,vuminhquan@example.com,Cong ty Co phan Tech Viet,VN1663,8565.37,66,01-01-2024,10-03-2023
KH06803,Đang Thi Hanh,False,01-01-1970,84854484651,Đa Nang,đangthihanh@example.com,Cong ty TNHH ABC,VN4467,5898.7,53,01-01-2024,20-06-2023
KH06804,Bui Thi Lan,False,07-08-1987,84326449172,Hai Phong,buithilan@example.com,Cong ty TNHH ABC,VN8319,26.57,46,01-01-2024,20-03-2023
KH06805,Ly Thi Kim Chi,False,01-01-1970,84717261218,Can Tho,lythikimchi@example.com,Cong ty Co phan Tech Viet,VN3509,2320.77,90,01-01-2024,24-05-2023
KH06806,Hoang Van Tien,True,15-03-2003,84159489869,Ha Noi,hoangvantien@example.com,Tap đoan XYZ,VN1174,6738.06,92,14-02-2024,06-05-2023
KH06807,Bui Thi Lan,False,19-09-2004,84613833465,Can Tho,buithilan@example.com,Cong ty Co phan Tech Viet,VN5003,5497.69,58,01-01-2024,31-05-2023
KH06808,Huynh Thi Thu Ha,False,01-01-1970,84780991452,Can Tho,huynhthithuha@example.com,Cong ty TNHH ABC,VN5244,5663.2,16,10-10-2024,13-02-2023
KH06809,Cao Minh Tam,False,25-02-1982,84903383980,Can Tho,caominhtam@example.com,Cong ty Co phan Tech Viet,VN6311,3824.95,21,01-01-2024,04-11-2023
KH06810,Cao Minh Tam,True,29-07-1981,84404053367,Can Tho,caominhtam@example.com,Doanh nghiep Hoa Binh,VN4179,5028.2,61,01-01-2024,02-11-2023
KH06811,Đang Thi Hanh,False,23-05-2002,84950942024,Can Tho,đangthihanh@example.com,Cong ty Co phan Tech Viet,VN9524,114.44,79,08-10-2024,25-02-2023
KH06812,Vu Minh Quan,True,01-01-1970,84667418388,Hai Phong,vuminhquan@example.com,Cong ty Co phan Tech Viet,VN6798,9457.69,4,30-04-2024,30-04-2023
KH06813,Ly Thi Kim Chi,True,07-07-1986,84466617553,Can Tho,lythikimchi@example.com,Tap đoan XYZ,VN9018,1087.96,60,16-08-2024,19-09-2023
KH06814,Cao Minh Tam,False,26-01-2002,84222358015,Đa Nang,caominhtam@example.com,Cong ty TNHH ABC,VN3364,617.39,64,12-02-2024,30-08-2023
KH06815,Ly Thi Kim Chi,False,18-12-1999,84124880980,Hai Phong,lythikimchi@example.com,Cong ty Co phan Tech Viet,VN1681,2577.31,30,01-01-2024,20-12-2023
KH06816,Bui Thi Lan,False,22-05-1979,84882474552,Hai Phong,buithilan@example.com,Tap đoan XYZ,VN9395,1170.05,35,10-01-2024,27-06-2023
KH06817,Nguyen Van An,False,14-07-2003,84519374718,Hai Phong,nguyenvanan@example.com,Cong ty TNHH ABC,VN4260,9787.36,63,25-06-2024,04-03-2023
KH06818,Pham Thi Thanh Huong,False,01-01-1970,84829136776,Ho Chi Minh,phamthithanhhuong@example.com,Cong ty Co phan Tech Viet,VN9785,5795.43,13,01-01-2024,27-09-2023
KH06819,Cao Minh Tam,False,01-11-1993,84339176266,Ho Chi Minh,caominhtam@example.com,Doanh nghiep Hoa Binh,VN9583,7169.61,67,01-01-2024,01-07-2023
KH06820,Đo Hoang Anh,False,01-01-1970,84859438399,Hai Phong,đohoanganh@example.com,Tap đoan XYZ,VN9612,7302.88,14,01-01-2024,02-12-2023
KH06821,Tran Thi Bich Ngoc,False,09-11-1973,84637122260,Ha Noi,tranthibichngoc@example.com,Doanh nghiep Hoa Binh,VN4188,4850.22,7,05-11-2024,11-05-2023
KH06822,Tran Thi Bich Ngoc,False,15-07-1976,84433591024,Hai Phong,tranthibichngoc@example.com,Cong ty Co phan Tech Viet,VN8339,7339.49,83,02-08-2024,07-09-2023
KH06823,Đo Hoang Anh,False,27-01-1984,84194193021,Hai Phong,đohoanganh@example.com,Cong ty Co phan Tech Viet,VN1248,7924.65,14,01-01-2024,05-11-2023
KH06824,Pham Thi Thanh Huong,True,01-01-1970,84854420082,Hai Phong,phamthithanhhuong@example.com,Cong ty Co phan Tech Viet,VN6705,6689.35,11,29-07-2024,18-03-2023
KH06825,Tran Thi Bich Ngoc,False,01-01-1970,84113650918,Hai Phong,tranthibichngoc@example.com,Cong ty TNHH ABC,VN9929,6964.51,34,01-01-2024,23-08-2023
KH06826,Vu Minh Quan,True,01-01-1970,84357599677,Ha Noi,vuminhquan@example.com,Cong ty Co phan Tech Viet,VN2567,4237.4,53,01-01-2024,21-02-2023
KH06827,Tran Thi Bich Ngoc,False,01-01-1970,84142713984,Ha Noi,tranthibichngoc@example.com,Doanh nghiep Hoa Binh,VN3548,3829.16,12,01-01-2024,16-01-2023
KH06828,Phan Thi Mai,True,29-06-1989,84576431956,Ho Chi Minh,phanthimai@example.com,Tap đoan XYZ,VN6444,607.42,100,03-10-2024,15-12-2023
KH06829,Tran Thi Bich Ngoc,True,27-12-1976,84926898632,Đa Nang,tranthibichngoc@example.com,Cong ty Co phan Tech Viet,VN3614,1208.72,80,01-01-2024,05-08-2023
KH06830,Ly Thi Kim Chi,False,01-01-1970,84387381465,Hai Phong,lythikimchi@example.com,Cong ty TNHH ABC,VN9764,7602.48,59,02-07-2024,17-10-2023
KH06831,Ngo Van Long,False,24-11-1979,84286134073,Ho Chi Minh,ngovanlong@example.com,Tap đoan XYZ,VN6746,4596.32,64,01-01-2024,23-07-2023
KH06832,Đo Hoang Anh,False,02-08-1988,84456354420,Đa Nang,đohoanganh@example.com,Tap đoan XYZ,VN3016,5310.03,2,31-07-2024,17-08-2023
KH06833,Tran Thi Bich Ngoc,False,01-01-1970,84226243668,Can Tho,tranthibichngoc@example.com,Tap đoan XYZ,VN9003,4330.37,49,01-03-2024,03-02-2023
KH06834,Vu Minh Quan,False,12-11-1991,84354602552,Can Tho,vuminhquan@example.com,Cong ty TNHH ABC,VN1508,5464.28,52,01-01-2024,20-06-2023
KH06835,Vu Minh Quan,False,01-01-1970,84747314516,Ho Chi Minh,vuminhquan@example.com,Doanh nghiep Hoa Binh,VN9584,4889.99,83,01-01-2024,31-12-2022
KH06836,Nguyen Van An,True,22-12-1990,84127237499,Ha Noi,nguyenvanan@example.com,Tap đoan XYZ,VN8772,159.27,15,11-02-2024,02-08-2023
KH06837,Đo Hoang Anh,False,01-01-1970,84569812506,Đa Nang,đohoanganh@example.com,Cong ty Co phan Tech Viet,VN5893,6859.9,98,01-01-2024,02-09-2023
KH06838,Ly Thi Kim Chi,False,01-01-1970,84858004641,Ha Noi,lythikimchi@example.com,Tap đoan XYZ,VN8279,1950.36,38,03-06-2024,19-04-2023
KH06839,Bui Thi Lan,False,12-10-1987,84912797605,Đa Nang,buithilan@example.com,Doanh nghiep Hoa Binh,VN5666,8508.19,61,05-11-2024,28-01-2023
KH06840,Đang Thi Hanh,True,01-01-1970,84920088168,Can Tho,đangthihanh@example.com,Cong ty Co phan Tech Viet,VN6956,6719.84,7,01-01-2024,13-04-2023
KH06841,Nguyen Van An,True,26-06-1994,84624431380,Hai Phong,nguyenvanan@example.com,Cong ty TNHH ABC,VN4953,4637.18,58,05-12-2024,05-05-2023
KH06842,Đang Thi Hanh,True,15-03-1973,84341364383,Ha Noi,đangthihanh@example.com,Cong ty Co phan Tech Viet,VN3834,7794.65,15,21-11-2024,20-02-2023
KH06843,Đang Thi Hanh,False,01-01-1970,84897326162,Ha Noi,đangthihanh@example.com,Cong ty TNHH ABC,VN6273,6817.37,95,01-01-2024,14-09-2023
KH06844,Vu Minh Quan,False,17-09-1989,84602367819,Ha Noi,vuminhquan@example.com,Cong ty Co phan Tech Viet,VN4199,8820.24,94,01-01-2024,15-09-2023
KH06845,Pham Thi Thanh Huong,False,07-08-1986,84397622559,Đa Nang,phamthithanhhuong@example.com,Doanh nghiep Hoa Binh,VN6877,3785.17,33,01-01-2024,19-01-2023
KH06846,Huynh Thi Thu Ha,False,01-01-1970,84721780773,Đa Nang,huynhthithuha@example.com,Tap đoan XYZ,VN6022,1877.05,99,04-12-2024,27-01-2023
KH06847,Ngo Van Long,False,20-10-1970,84894675779,Can Tho,ngovanlong@example.com,Cong ty Co phan Tech Viet,VN7807,1248.62,48,01-01-2024,19-09-2023
KH06848,Đo Hoang Anh,False,01-01-1970,84784217225,Ha Noi,đohoanganh@example.com,Cong ty TNHH ABC,VN6130,7060.74,95,26-08-2024,04-03-2023
KH06849,Le Minh Hoang,True,01-01-1970,84587253526,Đa Nang,leminhhoang@example.com,Tap đoan XYZ,VN2175,1743.86,36,01-01-2024,17-02-2023
KH06850,Phan Thi Mai,False,28-01-1986,84281250937,Ho Chi Minh,phanthimai@example.com,Doanh nghiep Hoa Binh,VN8995,6053.25,77,13-02-2024,12-05-2023
KH06851,Huynh Thi Thu Ha,False,24-06-1980,84528066703,Đa Nang,huynhthithuha@example.com,Cong ty TNHH ABC,VN1302,7920.48,27,14-02-2024,10-11-2023
KH06852,Ngo Van Long,False,01-01-1970,84200058591,Ha Noi,ngovanlong@example.com,Doanh nghiep Hoa Binh,VN7422,4625.82,66,17-03-2024,26-09-2023
KH06853,Nguyen Van An,False,12-05-2001,84176736692,Can Tho,nguyenvanan@example.com,Cong ty TNHH ABC,VN1028,3008.32,90,01-01-2024,28-11-2023
KH06854,Hoang Van Tien,True,01-01-1970,84583549071,Ha Noi,hoangvantien@example.com,Cong ty TNHH ABC,VN9674,7010.2,66,01-01-2024,14-03-2023
KH06855,Le Minh Hoang,False,12-07-2000,84840045378,Can Tho,leminhhoang@example.com,Cong ty TNHH ABC,VN4124,8130.3,72,01-01-2024,28-07-2023
KH06856,Cao Minh Tam,False,25-01-1983,84424572254,Đa Nang,caominhtam@example.com,Cong ty Co phan Tech Viet,VN3009,4351.9,32,01-01-2024,29-06-2023
KH06857,Cao Minh Tam,False,01-01-1970,84175306093,Hai Phong,caominhtam@example.com,Doanh nghiep Hoa Binh,VN1237,3792.76,16,01-01-2024,25-07-2023
KH06858,Vu Minh Quan,False,01-01-1970,84806021591,Ho Chi Minh,vuminhquan@example.com,Cong ty TNHH ABC,VN5275,5114.72,82,01-01-2024,19-07-2023
KH06859,Hoang Van Tien,True,01-01-1970,84811183374,Đa Nang,hoangvantien@example.com,Doanh nghiep Hoa Binh,VN5756,6654.31,65,12-09-2024,15-03-2023
KH06860,Pham Thi Thanh Huong,False,01-01-1970,84487291626,Đa Nang,phamthithanhhuong@example.com,Doanh nghiep Hoa Binh,VN6708,7292.53,40,01-01-2024,29-03-2023
KH06861,Pham Thi Thanh Huong,False,01-01-1970,84307298063,Ho Chi Minh,phamthithanhhuong@example.com,Cong ty Co phan Tech Viet,VN2038,2813.26,34,18-12-2024,23-01-2023
KH06862,Hoang Van Tien,False,01-01-1970,84103283252,Đa Nang,hoangvantien@example.com,Cong ty TNHH ABC,VN4331,9959.57,66,19-01-2024,31-01-2023
KH06863,Hoang Van Tien,False,01-01-1970,84884678396,Ho Chi Minh,hoangvantien@example.com,Doanh nghiep Hoa Binh,VN4881,3242.96,83,01-01-2024,25-01-2023
KH06864,Le Minh Hoang,False,01-01-1970,84909967208,Đa Nang,leminhhoang@example.com,Cong ty Co phan Tech Viet,VN6975,8033.42,40,30-07-2024,11-12-2023
KH06865,Đang Thi Hanh,False,29-11-1991,84164775635,Hai Phong,đangthihanh@example.com,Tap đoan XYZ,VN6930,9652.22,41,01-01-2024,29-04-2023
KH06866,Hoang Van Tien,False,05-03-1971,84461327305,Can Tho,hoangvantien@example.com,Cong ty Co phan Tech Viet,VN8620,863.58,34,16-08-2024,09-07-2023
KH06867,Cao Minh Tam,False,19-10-2003,84817679525,Đa Nang,caominhtam@example.com,Cong ty Co phan Tech Viet,VN3236,7519.17,15,28-09-2024,27-06-2023
KH06868,Le Minh Hoang,True,22-11-1994,84330476408,Đa Nang,leminhhoang@example.com,Doanh nghiep Hoa Binh,VN2862,4797.69,49,08-10-2024,15-11-2023
KH06869,Hoang Van Tien,False,18-11-1988,84294664939,Hai Phong,hoangvantien@example.com,Cong ty Co phan Tech Viet,VN8083,3119.68,46,04-02-2024,15-09-2023
KH06870,Tran Thi Bich Ngoc,True,01-01-1970,84602556161,Can Tho,tranthibichngoc@example.com,Doanh nghiep Hoa Binh,VN6322,2518.68,7,01-01-2024,31-10-2023
KH06871,Bui Thi Lan,False,01-01-1970,84730991086,Can Tho,buithilan@example.com,Doanh nghiep Hoa Binh,VN5834,315.8,49,13-03-2024,07-10-2023
KH06872,Phan Thi Mai,False,01-04-1978,84830142134,Hai Phong,phanthimai@example.com,Cong ty TNHH ABC,VN8120,9213.37,24,15-06-2024,13-04-2023
KH06873,Ly Thi Kim Chi,True,01-01-1970,84222043913,Đa Nang,lythikimchi@example.com,Tap đoan XYZ,VN3429,8628.48,40,01-01-2024,04-12-2023
KH06874,Bui Thi Lan,False,08-06-1979,84341613821,Ha Noi,buithilan@example.com,Tap đoan XYZ,VN1849,1453.28,36,28-12-2023,31-01-2023
KH06875,Tran Thi Bich Ngoc,False,05-07-1988,84587172735,Đa Nang,tranthibichngoc@example.com,Cong ty TNHH ABC,VN3225,8014.33,39,05-07-2024,30-01-2023
KH06876,Tran Thi Bich Ngoc,True,21-10-1980,84602664971,Hai Phong,tranthibichngoc@example.com,Cong ty TNHH ABC,VN8872,5979.26,19,06-08-2024,12-01-2023
KH06877,Hoang Van Tien,False,01-01-1970,84895381604,Hai Phong,hoangvantien@example.com,Tap đoan XYZ,VN4157,6201.0,73,26-03-2024,12-05-2023
KH06878,Huynh Thi Thu Ha,False,01-01-1970,84570245352,Hai Phong,huynhthithuha@example.com,Cong ty Co phan Tech Viet,VN3143,2651.06,93,13-06-2024,13-03-2023
KH06879,Hoang Van Tien,False,11-07-1978,84788595671,Ha Noi,hoangvantien@example.com,Cong ty Co phan Tech Viet,VN5203,8013.87,64,01-01-2024,13-10-2023
