orderId,orderDate,branchId,branchName,CustomerID,customerName,totalAmount,status,statusValue,productId,productCode,productName,isMaster,price,note
OD05806,10-06-2024,5,Chi nhánh Hồ Chí Minh,KH00988,Lý Thị Kim Chi,61,Cancelled,2,5496,SP003,Đèn ngủ,True,7252871,Mua kèm giảm giá
OD05807,18-04-2024,10,Chi nhánh Hải Phòng,KH00494,Nguyễn Văn A,29,Completed,2,1717,SP002,Tủ lạnh,True,4333634,Khuyến mãi đặc biệt
OD05808,09-09-2024,6,Chi nhánh Hải Phòng,KH00822,Phạm Thị Thanh Hương,40,Completed,2,6733,SP001,Ghế văn phòng,True,9159030,Hàng giảm giá
OD05809,28-03-2024,8,Chi nhánh Hà Nội,KH00787,Ngô Văn Long,59,Pending,2,2475,SP003,Ghế văn phòng,False,7823979,Mua kèm giảm giá
OD05810,22-05-2024,4,Chi nhánh Hà Nội,KH00025,Phan Thị Mai,29,Pending,1,7631,SP001,Nồi cơm điện,False,2245346,Khuyến mãi đặc biệt
OD05811,02-12-2024,9,Chi nhánh Hồ Chí Minh,KH00284,Phan Thị Mai,39,Pending,1,2122,SP002,Bàn làm việc,True,821449,Mua kèm giảm giá
OD05812,12-09-2024,3,Chi nhánh Hà Nội,KH00567,Lê Minh Hoàng,72,Pending,1,6307,SP002,Tủ lạnh,False,1662333,
OD05813,06-07-2024,9,Chi nhánh Đà Nẵng,KH00897,Phan Thị Mai,63,Pending,2,1914,SP003,Đèn ngủ,True,4969497,Khuyến mãi đặc biệt
OD05814,28-10-2024,1,Chi nhánh Hà Nội,KH00561,Phan Thị Mai,98,Pending,0,6052,SP005,Ghế văn phòng,False,8736986,Mua kèm giảm giá
OD05815,01-09-2024,7,Chi nhánh Đà Nẵng,KH00271,Đỗ Hoàng Anh,54,Pending,0,8547,SP004,Điện thoại thông minh,False,5968054,Mua kèm giảm giá
OD05816,29-04-2024,2,Chi nhánh Hà Nội,KH00282,Đặng Thị Hạnh,55,Pending,1,5585,SP005,Nồi cơm điện,False,3100772,Hàng giảm giá
OD05817,12-02-2024,6,Chi nhánh Hà Nội,KH00100,Ngô Văn Long,22,Pending,1,3724,SP004,Đèn ngủ,False,2042041,Hàng giảm giá
OD05818,04-08-2024,4,Chi nhánh Đà Nẵng,KH00412,Ngô Văn Long,8,Completed,2,2480,SP005,Máy giặt,True,6050468,Hàng giảm giá
OD05819,04-11-2024,4,Chi nhánh Hồ Chí Minh,KH00940,Phạm Thị Thanh Hương,72,Completed,0,7314,SP005,Ghế văn phòng,True,364964,Hàng giảm giá
OD05820,05-07-2024,8,Chi nhánh Hồ Chí Minh,KH00175,Phan Thị Mai,18,Cancelled,1,6506,SP004,Máy giặt,False,706620,Khuyến mãi đặc biệt
OD05821,22-11-2024,6,Chi nhánh Hải Phòng,KH00807,Vũ Minh Quân,25,Pending,1,9789,SP001,Ghế văn phòng,True,9099557,Mua kèm giảm giá
OD05822,18-11-2024,2,Chi nhánh Hà Nội,KH00181,Đặng Thị Hạnh,38,Completed,0,9555,SP002,Máy tính xách tay,True,6238335,Hàng giảm giá
OD05823,08-07-2024,9,Chi nhánh Hà Nội,KH00322,Hoàng Văn Tiến,63,Completed,0,4673,SP005,Máy tính xách tay,True,6877515,
OD05824,08-06-2024,3,Chi nhánh Hà Nội,KH00928,Lý Thị Kim Chi,8,Pending,1,3293,SP001,Bàn làm việc,False,1188758,Mua kèm giảm giá
OD05825,15-01-2024,3,Chi nhánh Hà Nội,KH00659,Trần Thị Bích Ngọc,45,Pending,0,2306,SP003,Máy giặt,False,9341222,Mua kèm giảm giá
OD05826,27-07-2024,10,Chi nhánh Hải Phòng,KH00495,Hoàng Văn Tiến,59,Pending,1,2020,SP002,Máy giặt,False,7192394,
OD05827,07-05-2024,4,Chi nhánh Đà Nẵng,KH00029,Đỗ Hoàng Anh,54,Completed,0,3610,SP005,Đèn ngủ,True,7497536,
OD05828,30-07-2024,4,Chi nhánh Hồ Chí Minh,KH00640,Đặng Thị Hạnh,71,Pending,0,2548,SP004,Đèn ngủ,False,4564570,Mua kèm giảm giá
OD05829,11-04-2024,1,Chi nhánh Hải Phòng,KH00089,Đỗ Hoàng Anh,95,Completed,2,7517,SP002,Ghế văn phòng,True,5645331,
OD05830,30-12-2023,1,Chi nhánh Hà Nội,KH00966,Phạm Thị Thanh Hương,53,Cancelled,1,5287,SP002,Máy tính xách tay,True,2226766,
OD05831,07-03-2024,5,Chi nhánh Hà Nội,KH00460,Huỳnh Thị Thu Hà,9,Cancelled,0,5452,SP002,Đèn ngủ,False,9376078,Mua kèm giảm giá
OD05832,27-01-2024,1,Chi nhánh Hải Phòng,KH00887,Phạm Thị Thanh Hương,29,Cancelled,2,5634,SP004,Bàn làm việc,False,9057556,
OD05833,12-02-2024,8,Chi nhánh Hồ Chí Minh,KH00871,Ngô Văn Long,4,Cancelled,1,3257,SP005,Điện thoại thông minh,True,1426367,Hàng giảm giá
OD05834,20-11-2024,6,Chi nhánh Đà Nẵng,KH00982,Trần Thị Bích Ngọc,36,Cancelled,0,9786,SP002,Máy tính xách tay,True,2788101,Hàng giảm giá
OD05835,10-07-2024,3,Chi nhánh Hồ Chí Minh,KH00941,Đặng Thị Hạnh,56,Pending,2,2162,SP005,Nồi cơm điện,False,8592980,Khuyến mãi đặc biệt
OD05836,15-07-2024,6,Chi nhánh Hải Phòng,KH00232,Bùi Thị Lan,68,Cancelled,1,8937,SP003,Sách giáo khoa,False,8189106,Mua kèm giảm giá
OD05837,15-02-2024,8,Chi nhánh Hồ Chí Minh,KH00021,Cao Minh Tâm,24,Pending,0,2171,SP003,Ghế văn phòng,True,4976822,
OD05838,24-05-2024,4,Chi nhánh Hà Nội,KH00127,Vũ Minh Quân,72,Cancelled,0,2668,SP004,Bàn làm việc,False,9117887,Hàng giảm giá
OD05839,29-09-2024,3,Chi nhánh Hà Nội,KH00995,Cao Minh Tâm,9,Completed,1,6675,SP003,Nồi cơm điện,True,4180201,Khuyến mãi đặc biệt
OD05840,01-04-2024,6,Chi nhánh Hà Nội,KH00920,Lê Minh Hoàng,8,Pending,2,8631,SP002,Máy tính xách tay,False,923383,Mua kèm giảm giá
OD05841,31-01-2024,10,Chi nhánh Hồ Chí Minh,KH00041,Bùi Thị Lan,69,Completed,2,3113,SP002,Bàn làm việc,False,3572657,Mua kèm giảm giá
OD05842,02-04-2024,9,Chi nhánh Hồ Chí Minh,KH00809,Đỗ Hoàng Anh,5,Pending,2,9283,SP004,Tủ lạnh,False,2807391,Hàng giảm giá
OD05843,06-03-2024,1,Chi nhánh Hải Phòng,KH00899,Bùi Thị Lan,26,Completed,0,7461,SP003,Bàn làm việc,True,7748526,Khuyến mãi đặc biệt
OD05844,02-01-2024,7,Chi nhánh Hà Nội,KH00993,Đỗ Hoàng Anh,32,Completed,0,1414,SP003,Nồi cơm điện,True,3179628,Hàng giảm giá
OD05845,05-04-2024,3,Chi nhánh Hải Phòng,KH00417,Đỗ Hoàng Anh,70,Cancelled,2,4044,SP004,Máy giặt,False,6779116,Khuyến mãi đặc biệt
OD05846,06-09-2024,1,Chi nhánh Hồ Chí Minh,KH00266,Huỳnh Thị Thu Hà,22,Pending,0,6496,SP001,Tủ lạnh,True,3426828,Mua kèm giảm giá
OD05847,09-07-2024,6,Chi nhánh Đà Nẵng,KH00911,Phan Thị Mai,19,Completed,0,2536,SP005,Tủ lạnh,False,7516179,Mua kèm giảm giá
OD05848,23-06-2024,7,Chi nhánh Hải Phòng,KH00777,Vũ Minh Quân,9,Completed,0,3101,SP004,Sách giáo khoa,True,2814559,Mua kèm giảm giá
OD05849,31-01-2024,5,Chi nhánh Hồ Chí Minh,KH00358,Phan Thị Mai,57,Pending,0,2574,SP004,Tủ lạnh,True,2511617,Khuyến mãi đặc biệt
OD05850,12-11-2024,3,Chi nhánh Hồ Chí Minh,KH00571,Đặng Thị Hạnh,41,Completed,2,4936,SP005,Nồi cơm điện,True,3349484,Khuyến mãi đặc biệt
OD05851,31-03-2024,3,Chi nhánh Đà Nẵng,KH00859,Đặng Thị Hạnh,47,Completed,2,7504,SP004,Máy giặt,True,2771829,Khuyến mãi đặc biệt
OD05852,30-07-2024,2,Chi nhánh Hải Phòng,KH00403,Ngô Văn Long,22,Cancelled,2,6765,SP005,Bàn làm việc,True,682827,Khuyến mãi đặc biệt
OD05853,31-05-2024,7,Chi nhánh Hồ Chí Minh,KH00795,Phan Thị Mai,95,Pending,1,1202,SP004,Máy tính xách tay,False,1296432,
OD05854,17-09-2024,9,Chi nhánh Hồ Chí Minh,KH00309,Phạm Thị Thanh Hương,33,Pending,2,5391,SP005,Máy giặt,True,6700329,Mua kèm giảm giá
OD05855,15-08-2024,3,Chi nhánh Hà Nội,KH00480,Cao Minh Tâm,30,Pending,1,6133,SP004,Nồi cơm điện,False,1175276,
OD05856,08-04-2024,5,Chi nhánh Đà Nẵng,KH00049,Phạm Thị Thanh Hương,90,Pending,2,8087,SP004,Điện thoại thông minh,True,9296507,Mua kèm giảm giá
OD05857,20-04-2024,6,Chi nhánh Hải Phòng,KH00356,Lý Thị Kim Chi,54,Pending,0,2751,SP002,Máy giặt,True,7580938,Hàng giảm giá
OD05858,13-09-2024,9,Chi nhánh Hà Nội,KH00030,Đỗ Hoàng Anh,79,Cancelled,2,9783,SP003,Điện thoại thông minh,True,1081978,Hàng giảm giá
OD05859,29-04-2024,7,Chi nhánh Đà Nẵng,KH00116,Đặng Thị Hạnh,24,Pending,2,5993,SP003,Bàn làm việc,True,8319807,Mua kèm giảm giá
OD05860,07-09-2024,8,Chi nhánh Hà Nội,KH00789,Vũ Minh Quân,2,Completed,1,4787,SP003,Máy giặt,True,7046009,Hàng giảm giá
OD05861,26-08-2024,7,Chi nhánh Hồ Chí Minh,KH00658,Đỗ Hoàng Anh,75,Cancelled,0,4483,SP004,Bàn làm việc,False,6632452,Hàng giảm giá
OD05862,16-02-2024,3,Chi nhánh Hồ Chí Minh,KH00070,Nguyễn Văn A,18,Completed,1,6994,SP004,Máy giặt,True,7771462,Hàng giảm giá
OD05863,26-10-2024,7,Chi nhánh Hồ Chí Minh,KH00600,Nguyễn Văn A,93,Pending,0,2216,SP005,Máy giặt,True,6217404,Hàng giảm giá
OD05864,05-05-2024,1,Chi nhánh Hải Phòng,KH00906,Đặng Thị Hạnh,53,Completed,0,5280,SP002,Sách giáo khoa,True,1576471,Hàng giảm giá
OD05865,05-01-2024,3,Chi nhánh Hà Nội,KH00413,Ngô Văn Long,46,Pending,2,5124,SP001,Ghế văn phòng,True,8718901,Khuyến mãi đặc biệt
OD05866,30-06-2024,3,Chi nhánh Hồ Chí Minh,KH00839,Ngô Văn Long,31,Pending,1,7200,SP004,Tủ lạnh,True,4572317,
OD05867,14-07-2024,9,Chi nhánh Hải Phòng,KH00171,Hoàng Văn Tiến,25,Cancelled,2,4844,SP005,Tủ lạnh,False,5387386,Hàng giảm giá
OD05868,29-07-2024,1,Chi nhánh Đà Nẵng,KH00988,Hoàng Văn Tiến,19,Completed,0,1869,SP004,Máy tính xách tay,True,3768476,Khuyến mãi đặc biệt
OD05869,20-02-2024,8,Chi nhánh Đà Nẵng,KH00408,Phạm Thị Thanh Hương,25,Pending,2,4427,SP003,Tủ lạnh,False,6346095,
OD05870,14-08-2024,2,Chi nhánh Hà Nội,KH00719,Nguyễn Văn A,92,Completed,2,3413,SP002,Bàn làm việc,False,9904125,Khuyến mãi đặc biệt
OD05871,03-07-2024,1,Chi nhánh Hồ Chí Minh,KH00900,Đặng Thị Hạnh,92,Pending,0,5321,SP005,Sách giáo khoa,True,829412,
OD05872,19-08-2024,8,Chi nhánh Hải Phòng,KH00284,Đặng Thị Hạnh,52,Pending,1,2788,SP005,Bàn làm việc,True,6929451,Khuyến mãi đặc biệt
OD05873,28-06-2024,3,Chi nhánh Hà Nội,KH00806,Phạm Thị Thanh Hương,78,Pending,1,2413,SP002,Tủ lạnh,True,8484266,
OD05874,03-03-2024,5,Chi nhánh Hồ Chí Minh,KH00429,Cao Minh Tâm,79,Completed,0,9421,SP002,Máy tính xách tay,False,9602048,Hàng giảm giá
OD05875,25-02-2024,1,Chi nhánh Hồ Chí Minh,KH00293,Huỳnh Thị Thu Hà,41,Cancelled,2,2737,SP001,Điện thoại thông minh,False,5732390,Khuyến mãi đặc biệt
OD05876,04-12-2024,8,Chi nhánh Hải Phòng,KH00054,Đỗ Hoàng Anh,37,Cancelled,1,5611,SP003,Điện thoại thông minh,True,1726872,Mua kèm giảm giá
OD05877,24-05-2024,4,Chi nhánh Hải Phòng,KH00505,Nguyễn Văn A,89,Completed,2,7791,SP002,Điện thoại thông minh,True,1944322,
OD05878,31-08-2024,9,Chi nhánh Hải Phòng,KH00655,Phan Thị Mai,3,Cancelled,0,2917,SP002,Nồi cơm điện,True,6554090,Mua kèm giảm giá
OD05879,04-02-2024,7,Chi nhánh Đà Nẵng,KH00364,Đỗ Hoàng Anh,50,Cancelled,1,6863,SP005,Ghế văn phòng,False,4257225,Mua kèm giảm giá
OD05880,16-11-2024,2,Chi nhánh Đà Nẵng,KH00160,Lý Thị Kim Chi,65,Cancelled,2,1267,SP005,Điện thoại thông minh,False,1765700,Khuyến mãi đặc biệt
OD05881,18-03-2024,5,Chi nhánh Hồ Chí Minh,KH00232,Phan Thị Mai,6,Pending,2,9244,SP004,Tủ lạnh,True,1564055,Hàng giảm giá
OD05882,25-11-2024,2,Chi nhánh Hải Phòng,KH00932,Hoàng Văn Tiến,86,Cancelled,2,8697,SP003,Bàn làm việc,True,6786886,Mua kèm giảm giá
OD05883,16-05-2024,8,Chi nhánh Hà Nội,KH00745,Ngô Văn Long,39,Completed,2,7269,SP002,Bàn làm việc,False,501418,Khuyến mãi đặc biệt
OD05884,30-07-2024,7,Chi nhánh Đà Nẵng,KH00214,Phan Thị Mai,57,Cancelled,1,3406,SP004,Sách giáo khoa,False,4872005,
OD05885,14-01-2024,5,Chi nhánh Đà Nẵng,KH00491,Trần Thị Bích Ngọc,23,Cancelled,1,4098,SP005,Ghế văn phòng,False,4576142,Khuyến mãi đặc biệt
OD05886,13-11-2024,2,Chi nhánh Hải Phòng,KH00163,Vũ Minh Quân,27,Pending,2,7121,SP001,Điện thoại thông minh,False,7706659,Mua kèm giảm giá
OD05887,30-07-2024,8,Chi nhánh Hồ Chí Minh,KH00719,Phan Thị Mai,51,Cancelled,2,2612,SP004,Nồi cơm điện,True,6506767,Hàng giảm giá
OD05888,18-02-2024,8,Chi nhánh Đà Nẵng,KH00775,Huỳnh Thị Thu Hà,21,Completed,2,2800,SP004,Tủ lạnh,False,4024768,Khuyến mãi đặc biệt
OD05889,11-12-2024,4,Chi nhánh Đà Nẵng,KH00750,Lý Thị Kim Chi,12,Pending,1,9255,SP003,Điện thoại thông minh,False,3033099,Khuyến mãi đặc biệt
OD05890,19-06-2024,9,Chi nhánh Hải Phòng,KH00481,Phan Thị Mai,86,Cancelled,1,2881,SP005,Nồi cơm điện,True,4309997,Mua kèm giảm giá
OD05891,13-06-2024,3,Chi nhánh Hà Nội,KH00512,Cao Minh Tâm,5,Completed,0,5443,SP001,Đèn ngủ,False,7867446,Hàng giảm giá
OD05892,04-12-2024,3,Chi nhánh Hải Phòng,KH00678,Đặng Thị Hạnh,54,Completed,0,6186,SP001,Ghế văn phòng,False,6996877,Mua kèm giảm giá
OD05893,27-01-2024,10,Chi nhánh Đà Nẵng,KH00803,Phan Thị Mai,100,Cancelled,0,8108,SP002,Nồi cơm điện,True,9990998,Mua kèm giảm giá
OD05894,17-08-2024,3,Chi nhánh Đà Nẵng,KH00468,Ngô Văn Long,36,Pending,0,5020,SP003,Tủ lạnh,True,6528771,Mua kèm giảm giá
OD05895,18-08-2024,6,Chi nhánh Đà Nẵng,KH00596,Phạm Thị Thanh Hương,45,Completed,1,3527,SP003,Nồi cơm điện,False,550580,Khuyến mãi đặc biệt
OD05896,09-08-2024,3,Chi nhánh Hải Phòng,KH00246,Vũ Minh Quân,91,Completed,0,7433,SP001,Ghế văn phòng,True,6957023,Hàng giảm giá
OD05897,03-07-2024,2,Chi nhánh Hải Phòng,KH00764,Huỳnh Thị Thu Hà,11,Completed,2,9731,SP005,Máy tính xách tay,False,8332292,Khuyến mãi đặc biệt
OD05898,12-10-2024,5,Chi nhánh Hải Phòng,KH00339,Vũ Minh Quân,58,Cancelled,1,7822,SP001,Máy giặt,False,1019525,Khuyến mãi đặc biệt
OD05899,12-05-2024,1,Chi nhánh Hồ Chí Minh,KH00219,Bùi Thị Lan,1,Completed,0,7072,SP002,Nồi cơm điện,True,6777080,Mua kèm giảm giá
OD05900,27-05-2024,1,Chi nhánh Hải Phòng,KH00904,Cao Minh Tâm,93,Pending,0,4966,SP005,Sách giáo khoa,True,4028646,Mua kèm giảm giá
OD05901,02-08-2024,9,Chi nhánh Hải Phòng,KH00406,Nguyễn Văn A,91,Completed,0,4626,SP002,Máy giặt,False,4350456,Khuyến mãi đặc biệt
OD05902,20-04-2024,5,Chi nhánh Hà Nội,KH00182,Đỗ Hoàng Anh,40,Pending,2,3950,SP001,Sách giáo khoa,False,3366949,Hàng giảm giá
OD05903,16-07-2024,6,Chi nhánh Đà Nẵng,KH00622,Hoàng Văn Tiến,44,Cancelled,0,7279,SP002,Bàn làm việc,False,1559012,Hàng giảm giá
OD05904,18-02-2024,9,Chi nhánh Hà Nội,KH00699,Ngô Văn Long,41,Pending,2,2237,SP001,Tủ lạnh,True,1027151,Mua kèm giảm giá
OD05905,03-02-2024,3,Chi nhánh Đà Nẵng,KH00407,Vũ Minh Quân,36,Cancelled,0,6241,SP001,Đèn ngủ,False,4810921,Hàng giảm giá
OD05906,31-07-2024,1,Chi nhánh Hà Nội,KH00514,Lê Minh Hoàng,34,Pending,0,2138,SP002,Tủ lạnh,False,3419156,Hàng giảm giá
OD05907,14-09-2024,5,Chi nhánh Hồ Chí Minh,KH00996,Nguyễn Văn A,44,Completed,0,3908,SP002,Sách giáo khoa,True,7859278,Khuyến mãi đặc biệt
OD05908,21-03-2024,2,Chi nhánh Hà Nội,KH00433,Đỗ Hoàng Anh,30,Pending,1,6855,SP001,Đèn ngủ,True,507980,Khuyến mãi đặc biệt
OD05909,24-12-2023,10,Chi nhánh Hồ Chí Minh,KH00106,Hoàng Văn Tiến,86,Completed,1,7218,SP004,Đèn ngủ,False,3047805,Hàng giảm giá
OD05910,06-11-2024,7,Chi nhánh Hồ Chí Minh,KH00592,Hoàng Văn Tiến,22,Cancelled,2,3585,SP004,Máy tính xách tay,False,4112218,Mua kèm giảm giá
OD05911,09-05-2024,10,Chi nhánh Đà Nẵng,KH00545,Bùi Thị Lan,76,Cancelled,1,2270,SP003,Ghế văn phòng,False,5543480,Hàng giảm giá
OD05912,27-07-2024,10,Chi nhánh Hồ Chí Minh,KH00975,Phạm Thị Thanh Hương,75,Cancelled,2,4319,SP003,Sách giáo khoa,True,1974283,
OD05913,17-01-2024,6,Chi nhánh Đà Nẵng,KH00774,Vũ Minh Quân,13,Pending,0,6900,SP005,Đèn ngủ,True,2771817,Hàng giảm giá
OD05914,05-05-2024,1,Chi nhánh Đà Nẵng,KH00061,Phạm Thị Thanh Hương,36,Cancelled,0,9713,SP001,Điện thoại thông minh,False,3741361,Hàng giảm giá
OD05915,26-08-2024,6,Chi nhánh Hải Phòng,KH00678,Trần Thị Bích Ngọc,88,Pending,0,3677,SP002,Nồi cơm điện,True,8741138,Mua kèm giảm giá
OD05916,26-09-2024,5,Chi nhánh Hải Phòng,KH00349,Ngô Văn Long,25,Pending,0,9297,SP005,Điện thoại thông minh,False,5493135,
OD05917,30-04-2024,3,Chi nhánh Hà Nội,KH00911,Đỗ Hoàng Anh,54,Pending,2,3598,SP002,Máy giặt,False,444017,Mua kèm giảm giá
OD05918,13-02-2024,10,Chi nhánh Đà Nẵng,KH00781,Lê Minh Hoàng,12,Cancelled,1,6597,SP003,Đèn ngủ,False,3370395,Khuyến mãi đặc biệt
OD05919,29-08-2024,8,Chi nhánh Hải Phòng,KH00558,Cao Minh Tâm,41,Completed,0,7080,SP002,Bàn làm việc,True,4986474,Mua kèm giảm giá
OD05920,27-11-2024,3,Chi nhánh Hải Phòng,KH00619,Trần Thị Bích Ngọc,15,Pending,0,3905,SP003,Tủ lạnh,True,9377920,Hàng giảm giá
OD05921,10-05-2024,6,Chi nhánh Hà Nội,KH00932,Huỳnh Thị Thu Hà,20,Cancelled,0,1671,SP003,Sách giáo khoa,False,6199368,Hàng giảm giá
OD05922,16-01-2024,7,Chi nhánh Đà Nẵng,KH00230,Lê Minh Hoàng,33,Pending,0,6376,SP003,Ghế văn phòng,False,6211167,
OD05923,23-06-2024,1,Chi nhánh Đà Nẵng,KH00307,Phạm Thị Thanh Hương,56,Cancelled,0,4850,SP004,Tủ lạnh,False,4542201,Mua kèm giảm giá
OD05924,12-05-2024,1,Chi nhánh Hồ Chí Minh,KH00678,Hoàng Văn Tiến,22,Completed,0,9270,SP004,Nồi cơm điện,True,4037819,Mua kèm giảm giá
OD05925,10-02-2024,1,Chi nhánh Hà Nội,KH00290,Vũ Minh Quân,55,Pending,1,8609,SP002,Ghế văn phòng,False,4672250,
OD05926,13-06-2024,7,Chi nhánh Hải Phòng,KH00082,Đặng Thị Hạnh,22,Completed,2,3053,SP005,Ghế văn phòng,True,1272912,Mua kèm giảm giá
OD05927,20-12-2024,6,Chi nhánh Đà Nẵng,KH00323,Đặng Thị Hạnh,6,Completed,2,7917,SP002,Điện thoại thông minh,True,1723581,Hàng giảm giá
OD05928,09-06-2024,6,Chi nhánh Hồ Chí Minh,KH00825,Lê Minh Hoàng,48,Completed,1,6417,SP004,Bàn làm việc,True,4733721,Hàng giảm giá
OD05929,21-05-2024,6,Chi nhánh Hà Nội,KH00291,Huỳnh Thị Thu Hà,21,Cancelled,1,4611,SP005,Máy giặt,True,8943047,
OD05930,09-09-2024,3,Chi nhánh Hà Nội,KH00037,Cao Minh Tâm,98,Cancelled,1,2231,SP002,Ghế văn phòng,False,9495528,Khuyến mãi đặc biệt
OD05931,30-04-2024,10,Chi nhánh Đà Nẵng,KH00948,Đặng Thị Hạnh,49,Completed,0,7322,SP004,Máy giặt,False,9234990,Hàng giảm giá
OD05932,08-10-2024,9,Chi nhánh Hồ Chí Minh,KH00129,Ngô Văn Long,57,Pending,1,3771,SP005,Máy tính xách tay,False,9985482,
OD05933,30-07-2024,8,Chi nhánh Hải Phòng,KH00948,Đỗ Hoàng Anh,65,Cancelled,0,2499,SP001,Máy tính xách tay,True,8247685,
OD05934,27-01-2024,2,Chi nhánh Hồ Chí Minh,KH00032,Cao Minh Tâm,10,Cancelled,1,2888,SP002,Bàn làm việc,True,9939407,Mua kèm giảm giá
OD05935,06-11-2024,7,Chi nhánh Hồ Chí Minh,KH00696,Nguyễn Văn A,56,Pending,0,5384,SP005,Tủ lạnh,False,8314368,
OD05936,27-12-2023,8,Chi nhánh Đà Nẵng,KH00121,Cao Minh Tâm,69,Cancelled,2,2127,SP003,Máy giặt,False,3122267,Mua kèm giảm giá
OD05937,09-12-2024,6,Chi nhánh Hồ Chí Minh,KH00357,Bùi Thị Lan,92,Pending,0,1378,SP003,Sách giáo khoa,False,5638466,Khuyến mãi đặc biệt
OD05938,01-08-2024,1,Chi nhánh Hồ Chí Minh,KH00877,Lê Minh Hoàng,2,Completed,0,9733,SP003,Điện thoại thông minh,False,8978045,Hàng giảm giá
OD05939,20-09-2024,10,Chi nhánh Hà Nội,KH00130,Đặng Thị Hạnh,70,Pending,1,4422,SP002,Bàn làm việc,False,5347226,Hàng giảm giá
OD05940,19-05-2024,1,Chi nhánh Hải Phòng,KH00830,Phạm Thị Thanh Hương,22,Cancelled,0,9378,SP003,Sách giáo khoa,True,8816405,Khuyến mãi đặc biệt
OD05941,21-01-2024,9,Chi nhánh Hải Phòng,KH00880,Phạm Thị Thanh Hương,87,Completed,2,4612,SP002,Bàn làm việc,False,1618865,Khuyến mãi đặc biệt
OD05942,19-03-2024,8,Chi nhánh Hồ Chí Minh,KH00297,Lê Minh Hoàng,68,Pending,0,5970,SP004,Nồi cơm điện,True,1534463,Mua kèm giảm giá
OD05943,29-10-2024,1,Chi nhánh Đà Nẵng,KH00006,Trần Thị Bích Ngọc,24,Pending,2,5417,SP001,Đèn ngủ,True,5170748,Mua kèm giảm giá
OD05944,04-12-2024,8,Chi nhánh Hà Nội,KH00644,Cao Minh Tâm,18,Pending,1,8906,SP002,Bàn làm việc,False,6626748,
OD05945,29-05-2024,9,Chi nhánh Đà Nẵng,KH00186,Vũ Minh Quân,52,Completed,0,7308,SP004,Đèn ngủ,True,9230803,Khuyến mãi đặc biệt
OD05946,03-11-2024,4,Chi nhánh Đà Nẵng,KH00212,Nguyễn Văn A,71,Pending,1,9178,SP001,Điện thoại thông minh,True,8644446,Hàng giảm giá
OD05947,25-09-2024,4,Chi nhánh Đà Nẵng,KH00769,Cao Minh Tâm,24,Pending,0,2630,SP002,Máy tính xách tay,True,2219053,
OD05948,30-09-2024,5,Chi nhánh Đà Nẵng,KH00896,Hoàng Văn Tiến,28,Cancelled,1,1402,SP001,Ghế văn phòng,False,985180,Mua kèm giảm giá
OD05949,12-12-2024,10,Chi nhánh Đà Nẵng,KH00392,Lý Thị Kim Chi,5,Cancelled,0,5477,SP004,Đèn ngủ,True,8564171,Khuyến mãi đặc biệt
OD05950,26-07-2024,8,Chi nhánh Đà Nẵng,KH00197,Phan Thị Mai,3,Completed,1,6259,SP004,Máy giặt,True,1268892,Mua kèm giảm giá
OD05951,07-10-2024,8,Chi nhánh Đà Nẵng,KH00191,Phan Thị Mai,13,Cancelled,1,8475,SP001,Tủ lạnh,True,5333570,Hàng giảm giá
OD05952,13-11-2024,9,Chi nhánh Đà Nẵng,KH00624,Đỗ Hoàng Anh,23,Pending,0,2584,SP004,Đèn ngủ,False,2288012,Khuyến mãi đặc biệt
OD05953,02-06-2024,1,Chi nhánh Hải Phòng,KH00947,Hoàng Văn Tiến,40,Completed,1,3761,SP002,Điện thoại thông minh,True,8399877,Hàng giảm giá
OD05954,27-10-2024,9,Chi nhánh Hồ Chí Minh,KH00423,Đỗ Hoàng Anh,11,Completed,0,9818,SP003,Tủ lạnh,False,2467397,Hàng giảm giá
OD05955,06-03-2024,2,Chi nhánh Hồ Chí Minh,KH00639,Đỗ Hoàng Anh,29,Pending,2,4792,SP005,Máy giặt,False,2290006,Hàng giảm giá
OD05956,02-02-2024,2,Chi nhánh Đà Nẵng,KH00782,Lý Thị Kim Chi,57,Cancelled,0,9750,SP004,Máy giặt,True,5213050,Hàng giảm giá
OD05957,02-02-2024,10,Chi nhánh Hà Nội,KH00288,Ngô Văn Long,31,Pending,2,4958,SP004,Đèn ngủ,True,5798238,Hàng giảm giá
OD05958,29-01-2024,1,Chi nhánh Hải Phòng,KH00058,Lê Minh Hoàng,62,Cancelled,2,3465,SP002,Máy giặt,True,6276563,Khuyến mãi đặc biệt
OD05959,20-07-2024,9,Chi nhánh Đà Nẵng,KH00625,Huỳnh Thị Thu Hà,59,Completed,0,2057,SP004,Máy giặt,True,4516793,Mua kèm giảm giá
OD05960,19-08-2024,7,Chi nhánh Đà Nẵng,KH00031,Cao Minh Tâm,25,Pending,0,1107,SP005,Điện thoại thông minh,False,5511031,
OD05961,30-12-2023,8,Chi nhánh Hà Nội,KH00035,Lê Minh Hoàng,55,Pending,0,2007,SP002,Điện thoại thông minh,True,3123805,Khuyến mãi đặc biệt
OD05962,20-04-2024,3,Chi nhánh Hà Nội,KH00025,Phan Thị Mai,75,Pending,2,1727,SP004,Điện thoại thông minh,False,305809,
OD05963,04-02-2024,8,Chi nhánh Đà Nẵng,KH00762,Đỗ Hoàng Anh,5,Cancelled,1,3325,SP004,Điện thoại thông minh,False,1560578,
