customerid,customername,region,orderid,OrderDate,totalamount
KH00495,Hoang Van Tien,Hai Phong,OD05119,2024-04-19,94
KH00724,Hoang Van Tien,Ha Noi,OD06189,2024-11-16,63
KH00513,Ðo Hoang Anh,Hai Phong,OD00868,2024-07-23,74
KH00382,Huynh Thi Thu Ha,Ða Nang,OD05610,2024-11-05,32
KH00177,Huynh Thi Thu Ha,Ha Noi,OD06153,2024-10-31,44
KH00346,Bui Thi Lan,Ho Chi Minh,OD06411,2024-06-23,68
KH00806,Ðo Hoang Anh,Ða Nang,OD01273,2024-05-06,96
KH00767,Phan Thi Mai,Ða Nang,OD05206,2024-08-10,31
KH00586,Huynh Thi Thu Ha,Ho Chi Minh,OD06833,2024-03-18,63
KH00792,Cao Minh Tam,Ha Noi,OD05443,2024-02-06,85
KH00760,Phan Thi Mai,Hai Phong,OD03954,2024-09-03,39
KH00930,Vu Minh Quan,Hai Phong,OD02950,2024-02-10,69
KH00789,Nguyen Van An,Hai Phong,OD02602,2024-02-27,76
KH00674,Ðo Hoang Anh,Can Tho,OD05475,2024-07-28,86
KH00086,Ngo Van Long,Ða Nang,OD00948,2024-05-08,84
KH00096,Ðang Thi Hanh,Ho Chi Minh,OD01193,2024-05-13,89
KH00183,Ðang Thi Hanh,Ha Noi,OD02341,2024-03-31,53
KH00805,Bui Thi Lan,Can Tho,OD02821,2024-09-08,86
KH00623,Ðang Thi Hanh,Ha Noi,OD07659,2024-06-21,52
KH00394,Le Minh Hoang,Ða Nang,OD06517,2024-08-27,52
KH00845,Ðo Hoang Anh,Can Tho,OD04384,2024-03-03,38
KH00704,Ly Thi Kim Chi,Ha Noi,OD02134,2024-01-22,86
KH00392,Tran Thi Bich Ngoc,Ha Noi,OD00881,2024-03-30,42
KH00400,Bui Thi Lan,Hai Phong,OD03264,2024-03-01,1
KH00416,Vu Minh Quan,Ha Noi,OD00301,2024-09-26,55
KH00230,Ðo Hoang Anh,Can Tho,OD07688,2024-09-29,48
KH00594,Le Minh Hoang,Hai Phong,OD02317,2024-07-21,87
KH00225,Huynh Thi Thu Ha,Ha Noi,OD03130,2024-08-03,24
KH00773,Ðang Thi Hanh,Ho Chi Minh,OD06181,2023-12-31,44
KH00256,Huynh Thi Thu Ha,Ho Chi Minh,OD00253,2024-06-16,59
KH00752,Ly Thi Kim Chi,Ha Noi,OD03177,2024-06-28,47
KH00011,Nguyen Van An,Ða Nang,OD03227,2024-09-13,75
KH00331,Bui Thi Lan,Hai Phong,OD07369,2024-12-16,21
KH00473,Ly Thi Kim Chi,Ða Nang,OD06590,2024-10-03,7
KH00873,Phan Thi Mai,Hai Phong,OD01589,2024-04-14,17
KH00657,Nguyen Van An,Ha Noi,OD02068,2024-02-19,58
KH00925,Huynh Thi Thu Ha,Ða Nang,OD05678,2024-04-01,40
KH00223,Pham Thi Thanh Huong,Ha Noi,OD07033,2024-05-03,27
KH00406,Vu Minh Quan,Ða Nang,OD00561,2024-01-07,22
KH00965,Ly Thi Kim Chi,Can Tho,OD03646,2024-10-02,21
KH00899,Phan Thi Mai,Ha Noi,OD00801,2024-12-10,81
KH00644,Nguyen Van An,Ho Chi Minh,OD07265,2024-04-13,25
KH00492,Phan Thi Mai,Hai Phong,OD06172,2024-11-17,88
KH00253,Ðo Hoang Anh,Can Tho,OD05758,2024-10-03,36
KH00690,Hoang Van Tien,Can Tho,OD03539,2024-02-02,18
KH00352,Pham Thi Thanh Huong,Ða Nang,OD05723,2024-08-14,55
KH00757,Ðo Hoang Anh,Ha Noi,OD06905,2024-08-08,33
KH00978,Tran Thi Bich Ngoc,Ho Chi Minh,OD06048,2024-04-18,77
KH00881,Ngo Van Long,Ho Chi Minh,OD07307,2024-10-12,16
KH00701,Ðo Hoang Anh,Hai Phong,OD05298,2024-05-18,7
KH00676,Ðang Thi Hanh,Ho Chi Minh,OD06338,2024-07-28,39
KH00178,Ngo Van Long,Ha Noi,OD04458,2024-02-29,86
KH00418,Phan Thi Mai,Hai Phong,OD02727,2024-06-21,77
KH00271,Tran Thi Bich Ngoc,Ha Noi,OD06179,2024-09-15,26
KH00190,Le Minh Hoang,Ho Chi Minh,OD01479,2024-08-22,79
KH00384,Huynh Thi Thu Ha,Hai Phong,OD03471,2024-10-23,29
KH00091,Phan Thi Mai,Hai Phong,OD00381,2024-08-10,100
KH00716,Ly Thi Kim Chi,Hai Phong,OD03192,2024-08-18,80
KH00949,Ngo Van Long,Hai Phong,OD00663,2024-09-02,17
KH00039,Bui Thi Lan,Ða Nang,OD00624,2024-11-04,69
KH00933,Le Minh Hoang,Ho Chi Minh,OD02392,2024-08-24,11
KH00910,Tran Thi Bich Ngoc,Ha Noi,OD01069,2024-02-15,64
KH00080,Ngo Van Long,Hai Phong,OD04860,2024-04-07,21
KH00357,Pham Thi Thanh Huong,Hai Phong,OD07507,2024-07-20,85
KH00730,Ngo Van Long,Ha Noi,OD03821,2024-05-23,42
KH00087,Vu Minh Quan,Ða Nang,OD02860,2023-12-29,75
KH00861,Huynh Thi Thu Ha,Can Tho,OD01502,2024-07-04,1
KH00247,Ðo Hoang Anh,Ða Nang,OD03844,2024-06-07,42
KH00997,Vu Minh Quan,Hai Phong,OD04382,2024-11-17,10
KH00085,Vu Minh Quan,Ha Noi,OD02557,2024-05-12,50
KH00911,Ngo Van Long,Ha Noi,OD03255,2024-08-30,17
KH00758,Le Minh Hoang,Ho Chi Minh,OD01331,2024-09-06,59
KH00203,Tran Thi Bich Ngoc,Ho Chi Minh,OD05564,2024-12-09,97
KH00950,Ðang Thi Hanh,Ho Chi Minh,OD00707,2024-08-20,82
KH00561,Ðo Hoang Anh,Hai Phong,OD00557,2024-04-11,65
KH00287,Le Minh Hoang,Can Tho,OD01551,2024-12-21,48
KH00846,Le Minh Hoang,Can Tho,OD07587,2024-03-27,94
KH00750,Huynh Thi Thu Ha,Ho Chi Minh,OD05889,2024-12-11,12
KH00928,Phan Thi Mai,Ho Chi Minh,OD05653,2024-07-03,62
KH00176,Ðang Thi Hanh,Ða Nang,OD01578,2024-02-29,27
KH00552,Cao Minh Tam,Hai Phong,OD01118,2024-06-29,52
KH00187,Le Minh Hoang,Hai Phong,OD04029,2024-09-21,79
KH00667,Ly Thi Kim Chi,Ha Noi,OD01727,2024-07-18,96
KH00479,Hoang Van Tien,Hai Phong,OD03005,2024-01-04,49
KH00903,Bui Thi Lan,Ho Chi Minh,OD05336,2024-06-30,10
KH00919,Bui Thi Lan,Ða Nang,OD06805,2024-05-25,62
KH00510,Hoang Van Tien,Ho Chi Minh,OD03086,2024-02-23,47
KH00923,Ngo Van Long,Ha Noi,OD03715,2024-08-15,21
KH00712,Huynh Thi Thu Ha,Can Tho,OD03946,2024-07-28,45
KH00166,Tran Thi Bich Ngoc,Ho Chi Minh,OD05141,2024-02-21,51
KH00968,Nguyen Van An,Can Tho,OD01749,2024-10-29,30
KH00523,Tran Thi Bich Ngoc,Ha Noi,OD03511,2024-10-28,24
KH00932,Phan Thi Mai,Ho Chi Minh,OD05536,2024-04-21,62
KH00292,Huynh Thi Thu Ha,Can Tho,OD02016,2024-05-05,64
KH00556,Phan Thi Mai,Ha Noi,OD00357,2024-05-14,71
KH00979,Ðang Thi Hanh,Ha Noi,OD03047,2024-06-03,81
KH00955,Phan Thi Mai,Hai Phong,OD06060,2024-08-07,38
KH00841,Bui Thi Lan,Hai Phong,OD05248,2024-03-19,43
KH00625,Tran Thi Bich Ngoc,Hai Phong,OD03957,2024-03-29,33
KH00591,Ly Thi Kim Chi,Hai Phong,OD04625,2024-07-12,56
KH00432,Pham Thi Thanh Huong,Ho Chi Minh,OD01203,2024-06-02,90
KH00082,Phan Thi Mai,Ða Nang,OD01253,2024-07-05,83
KH00654,Tran Thi Bich Ngoc,Can Tho,OD03262,2024-02-17,29
KH00041,Bui Thi Lan,Ða Nang,OD02518,2024-10-31,99
KH00567,Nguyen Van An,Ða Nang,OD01967,2024-04-27,52
KH00866,Nguyen Van An,Hai Phong,OD01602,2024-08-05,41
KH00915,Ngo Van Long,Ho Chi Minh,OD06018,2024-01-16,33
KH00336,Huynh Thi Thu Ha,Hai Phong,OD03376,2024-12-15,41
KH00401,Tran Thi Bich Ngoc,Hai Phong,OD04843,2024-09-06,66
KH00220,Ðang Thi Hanh,Ho Chi Minh,OD07390,2023-12-29,57
KH00477,Ðang Thi Hanh,Ho Chi Minh,OD00988,2024-03-25,64
KH00945,Nguyen Van An,Can Tho,OD04921,2024-01-11,86
KH00529,Huynh Thi Thu Ha,Ha Noi,OD01119,2024-11-27,38
KH00908,Nguyen Van An,Hai Phong,OD07999,2024-05-12,14
KH00295,Vu Minh Quan,Ða Nang,OD05747,2024-03-05,94
KH00036,Cao Minh Tam,Can Tho,OD03949,2024-01-08,46
KH00280,Huynh Thi Thu Ha,Can Tho,OD07885,2024-11-26,44
KH00569,Nguyen Van An,Ho Chi Minh,OD01599,2024-06-05,42
KH00242,Hoang Van Tien,Ha Noi,OD00603,2024-02-02,85
KH00858,Ðang Thi Hanh,Ha Noi,OD00870,2024-11-27,37
KH00918,Hoang Van Tien,Can Tho,OD06123,2024-06-03,23
KH00152,Le Minh Hoang,Ho Chi Minh,OD05066,2024-05-28,98
KH00345,Tran Thi Bich Ngoc,Can Tho,OD03076,2024-04-01,17
KH00825,Hoang Van Tien,Can Tho,OD02849,2024-02-15,49
KH00717,Pham Thi Thanh Huong,Ho Chi Minh,OD06934,2024-07-14,33
KH00514,Ðang Thi Hanh,Ho Chi Minh,OD00344,2024-05-23,79
KH00579,Cao Minh Tam,Ho Chi Minh,OD04878,2024-12-13,87
KH00822,Le Minh Hoang,Hai Phong,OD06887,2024-07-05,100
KH00315,Huynh Thi Thu Ha,Can Tho,OD06716,2024-05-25,38
KH00859,Le Minh Hoang,Hai Phong,OD01411,2024-03-28,54
KH00830,Ly Thi Kim Chi,Ða Nang,OD03092,2024-02-13,87
KH00882,Bui Thi Lan,Ha Noi,OD04690,2024-06-05,1
KH00055,Vu Minh Quan,Hai Phong,OD02534,2024-10-17,37
KH00554,Le Minh Hoang,Can Tho,OD00517,2024-11-17,94
KH00992,Ðang Thi Hanh,Ho Chi Minh,OD03789,2024-11-29,53
KH00485,Hoang Van Tien,Ha Noi,OD05436,2024-01-12,45
KH00293,Cao Minh Tam,Ha Noi,OD04325,2024-09-16,83
KH00019,Bui Thi Lan,Ho Chi Minh,OD07241,2024-05-03,10
KH00797,Hoang Van Tien,Ha Noi,OD03926,2024-12-13,1
KH00217,Ngo Van Long,Ho Chi Minh,OD02146,2024-07-02,48
KH00165,Tran Thi Bich Ngoc,Ða Nang,OD01388,2024-03-08,60
KH00051,Bui Thi Lan,Ha Noi,OD04295,2024-09-04,49
KH00545,Bui Thi Lan,Ha Noi,OD07637,2024-05-06,2
KH00426,Pham Thi Thanh Huong,Ða Nang,OD01139,2024-09-20,89
KH00808,Le Minh Hoang,Hai Phong,OD05163,2024-06-12,22
KH00121,Bui Thi Lan,Ða Nang,OD03891,2024-12-07,74
KH00017,Le Minh Hoang,Ha Noi,OD00385,2024-12-14,30
KH00700,Ðo Hoang Anh,Hai Phong,OD02015,2024-10-05,92
KH00329,Ðo Hoang Anh,Ða Nang,OD01013,2024-06-08,92
KH00705,Nguyen Van An,Ho Chi Minh,OD00431,2024-03-19,72
KH00064,Bui Thi Lan,Ha Noi,OD05462,2024-10-27,84
KH00417,Ðang Thi Hanh,Hai Phong,OD01744,2024-01-31,26
KH00385,Ðang Thi Hanh,Can Tho,OD01516,2024-10-23,20
KH00272,Bui Thi Lan,Ha Noi,OD00116,2024-05-15,49
KH00267,Cao Minh Tam,Can Tho,OD05979,2024-06-27,27
KH00677,Vu Minh Quan,Ha Noi,OD01209,2024-06-23,68
KH00956,Bui Thi Lan,Ha Noi,OD04964,2024-11-05,44
KH00634,Le Minh Hoang,Ða Nang,OD02302,2024-06-02,31
KH00500,Cao Minh Tam,Ha Noi,OD07936,2024-02-16,25
KH00456,Ly Thi Kim Chi,Ha Noi,OD04408,2024-01-13,16
KH00695,Tran Thi Bich Ngoc,Ha Noi,OD05722,2024-10-30,28
KH00996,Bui Thi Lan,Hai Phong,OD03580,2024-11-20,69
KH00879,Vu Minh Quan,Ða Nang,OD05014,2024-03-04,2
KH00528,Huynh Thi Thu Ha,Ha Noi,OD05459,2024-10-09,100
KH00843,Cao Minh Tam,Ha Noi,OD07193,2024-08-05,65
KH00737,Ðang Thi Hanh,Ho Chi Minh,OD06847,2024-03-31,84
KH00307,Cao Minh Tam,Ha Noi,OD07453,2024-08-02,93
KH00071,Cao Minh Tam,Ha Noi,OD05280,2024-05-26,38
KH00839,Huynh Thi Thu Ha,Hai Phong,OD01801,2024-04-16,64
KH00632,Vu Minh Quan,Can Tho,OD04571,2024-10-19,56
KH00937,Tran Thi Bich Ngoc,Ha Noi,OD00755,2024-07-10,25
KH00531,Cao Minh Tam,Can Tho,OD07973,2024-08-06,100
KH00411,Nguyen Van An,Ho Chi Minh,OD00412,2024-01-04,95
KH00742,Ly Thi Kim Chi,Ða Nang,OD04928,2024-08-05,35
KH00160,Tran Thi Bich Ngoc,Ho Chi Minh,OD03884,2024-04-14,90
KH00612,Le Minh Hoang,Ha Noi,OD04475,2024-11-04,72
KH00589,Phan Thi Mai,Hai Phong,OD00379,2024-06-24,15
KH00282,Vu Minh Quan,Ha Noi,OD04924,2024-11-20,44
KH00114,Tran Thi Bich Ngoc,Ho Chi Minh,OD04296,2024-08-13,61
KH00597,Phan Thi Mai,Can Tho,OD00046,2024-04-15,96
KH00974,Nguyen Van An,Hai Phong,OD03269,2024-06-04,59
KH00269,Hoang Van Tien,Can Tho,OD02609,2024-10-31,36
KH00633,Pham Thi Thanh Huong,Can Tho,OD07617,2024-11-29,29
KH00706,Nguyen Van An,Hai Phong,OD02914,2024-11-12,90
KH00777,Ly Thi Kim Chi,Hai Phong,OD07606,2024-09-11,21
KH00309,Phan Thi Mai,Ða Nang,OD03560,2024-03-14,38
KH00739,Bui Thi Lan,Ha Noi,OD02481,2024-03-07,56
KH00210,Tran Thi Bich Ngoc,Ða Nang,OD01413,2024-04-06,69
KH00038,Ðang Thi Hanh,Hai Phong,OD00823,2024-12-12,70
KH00736,Ðo Hoang Anh,Hai Phong,OD02182,2024-08-04,18
KH00962,Hoang Van Tien,Can Tho,OD07595,2024-07-14,82
KH00313,Pham Thi Thanh Huong,Ða Nang,OD03052,2024-11-13,75
KH00040,Nguyen Van An,Ða Nang,OD07442,2024-10-18,32
KH00834,Hoang Van Tien,Ða Nang,OD06431,2024-03-27,12
KH00986,Phan Thi Mai,Ho Chi Minh,OD02752,2024-05-28,20
KH00467,Ðang Thi Hanh,Ha Noi,OD03923,2024-06-13,91
KH00878,Vu Minh Quan,Ða Nang,OD01161,2024-09-03,42
KH00157,Vu Minh Quan,Ða Nang,OD01639,2024-10-16,59
KH00380,Tran Thi Bich Ngoc,Can Tho,OD06852,2024-02-29,9
KH00693,Vu Minh Quan,Ða Nang,OD00709,2024-04-07,7
KH00332,Ngo Van Long,Can Tho,OD07444,2024-06-05,70
KH00186,Cao Minh Tam,Ða Nang,OD04204,2024-03-14,49
KH00340,Vu Minh Quan,Hai Phong,OD05519,2024-12-14,12
KH00977,Nguyen Van An,Ho Chi Minh,OD03434,2024-09-28,68
KH00936,Phan Thi Mai,Ða Nang,OD02009,2024-01-09,79
KH00455,Ly Thi Kim Chi,Ha Noi,OD03397,2024-02-11,94
KH00776,Ðo Hoang Anh,Ða Nang,OD06051,2024-01-09,70
KH00891,Le Minh Hoang,Ða Nang,OD05551,2024-12-20,1
KH00718,Pham Thi Thanh Huong,Hai Phong,OD06917,2024-08-15,74
KH00136,Ngo Van Long,Ha Noi,OD02252,2024-08-07,1
KH00713,Cao Minh Tam,Ha Noi,OD07192,2024-02-20,68
KH00264,Bui Thi Lan,Can Tho,OD03151,2024-06-10,54
KH00305,Ngo Van Long,Hai Phong,OD01572,2024-01-20,29
KH00944,Ðang Thi Hanh,Ða Nang,OD00623,2024-11-11,11
KH00686,Ðang Thi Hanh,Ho Chi Minh,OD06801,2024-04-03,13
KH00221,Phan Thi Mai,Ða Nang,OD06729,2024-10-31,46
KH00316,Nguyen Van An,Ða Nang,OD06010,2024-09-23,21
KH00807,Le Minh Hoang,Ha Noi,OD01585,2024-04-25,89
KH00020,Tran Thi Bich Ngoc,Ða Nang,OD03945,2024-06-01,61
KH00770,Phan Thi Mai,Ða Nang,OD06790,2024-01-16,17
KH00993,Nguyen Van An,Ha Noi,OD05844,2024-01-02,32
KH00794,Ly Thi Kim Chi,Hai Phong,OD00969,2024-03-22,74
KH00511,Ðo Hoang Anh,Can Tho,OD02194,2024-01-04,68
KH00588,Ðo Hoang Anh,Hai Phong,OD06678,2024-01-21,39
KH00209,Phan Thi Mai,Ha Noi,OD03567,2024-11-11,8
KH00600,Le Minh Hoang,Hai Phong,OD00932,2024-08-10,92
KH00234,Huynh Thi Thu Ha,Hai Phong,OD00285,2024-10-16,52
KH00351,Vu Minh Quan,Can Tho,OD00586,2024-02-19,57
KH00669,Ðo Hoang Anh,Can Tho,OD02842,2024-05-07,35
KH00673,Ngo Van Long,Hai Phong,OD04164,2024-07-09,63
KH00960,Ðang Thi Hanh,Hai Phong,OD04578,2024-08-11,81
KH00553,Ly Thi Kim Chi,Ho Chi Minh,OD02909,2024-01-06,1
KH00484,Bui Thi Lan,Can Tho,OD06203,2024-09-10,8
KH00890,Le Minh Hoang,Ha Noi,OD03107,2024-10-10,76
KH00664,Bui Thi Lan,Ha Noi,OD07372,2024-08-08,1
KH00029,Le Minh Hoang,Can Tho,OD07623,2024-08-05,45
KH00133,Bui Thi Lan,Ha Noi,OD00593,2024-03-10,18
KH00374,Bui Thi Lan,Ha Noi,OD05152,2024-06-07,10
KH00451,Ngo Van Long,Ho Chi Minh,OD06072,2024-07-10,84
KH00113,Ly Thi Kim Chi,Ha Noi,OD07337,2024-01-06,75
KH00361,Ðang Thi Hanh,Can Tho,OD06644,2024-08-23,29
KH00440,Bui Thi Lan,Ho Chi Minh,OD00620,2024-03-31,15
KH00482,Ngo Van Long,Ha Noi,OD01564,2024-09-15,78
KH00684,Pham Thi Thanh Huong,Ða Nang,OD07251,2024-12-13,16
KH00153,Pham Thi Thanh Huong,Ha Noi,OD07333,2024-03-19,81
KH00745,Pham Thi Thanh Huong,Can Tho,OD05883,2024-05-16,39
KH00817,Ðo Hoang Anh,Hai Phong,OD04863,2024-03-02,97
KH00969,Bui Thi Lan,Ða Nang,OD01261,2024-02-27,43
KH00495,Hoang Van Tien,Hai Phong,OD07759,2024-06-29,57
KH00724,Hoang Van Tien,Ha Noi,OD04631,2024-02-20,88
KH00513,Ðo Hoang Anh,Hai Phong,OD02728,2024-06-10,69
KH00382,Huynh Thi Thu Ha,Ða Nang,OD02698,2024-08-10,42
KH00177,Huynh Thi Thu Ha,Ha Noi,OD04393,2024-04-12,2
KH00346,Bui Thi Lan,Ho Chi Minh,OD04839,2024-05-21,59
KH00806,Ðo Hoang Anh,Ða Nang,OD06468,2024-02-01,48
KH00767,Phan Thi Mai,Ða Nang,OD01681,2024-09-25,32
KH00586,Huynh Thi Thu Ha,Ho Chi Minh,OD00258,2024-08-26,28
KH00792,Cao Minh Tam,Ha Noi,OD07882,2024-10-11,86
KH00674,Ðo Hoang Anh,Can Tho,OD06115,2024-10-13,10
KH00086,Ngo Van Long,Ða Nang,OD07486,2024-11-15,1
KH00096,Ðang Thi Hanh,Ho Chi Minh,OD07174,2024-10-01,3
KH00183,Ðang Thi Hanh,Ha Noi,OD01398,2024-01-17,21
KH00805,Bui Thi Lan,Can Tho,OD03653,2024-04-15,95
KH00623,Ðang Thi Hanh,Ha Noi,OD07234,2024-06-11,35
KH00394,Le Minh Hoang,Ða Nang,OD06902,2024-05-19,65
KH00704,Ly Thi Kim Chi,Ha Noi,OD02290,2024-08-05,19
KH00400,Bui Thi Lan,Hai Phong,OD00217,2024-07-11,27
KH00416,Vu Minh Quan,Ha Noi,OD04925,2024-08-19,42
KH00230,Ðo Hoang Anh,Can Tho,OD06276,2024-10-27,13
KH00594,Le Minh Hoang,Hai Phong,OD06361,2024-01-31,99
KH00773,Ðang Thi Hanh,Ho Chi Minh,OD04665,2024-09-22,72
KH00256,Huynh Thi Thu Ha,Ho Chi Minh,OD03361,2024-10-05,36
KH00011,Nguyen Van An,Ða Nang,OD00087,2024-06-20,88
KH00331,Bui Thi Lan,Hai Phong,OD07603,2024-10-22,32
KH00473,Ly Thi Kim Chi,Ða Nang,OD07677,2024-11-06,100
KH00873,Phan Thi Mai,Hai Phong,OD02144,2024-02-08,61
KH00657,Nguyen Van An,Ha Noi,OD01687,2024-08-21,81
KH00925,Huynh Thi Thu Ha,Ða Nang,OD07216,2024-08-06,98
KH00223,Pham Thi Thanh Huong,Ha Noi,OD07076,2024-05-20,9
KH00965,Ly Thi Kim Chi,Can Tho,OD02627,2024-04-22,30
KH00899,Phan Thi Mai,Ha Noi,OD05075,2024-08-21,3
KH00644,Nguyen Van An,Ho Chi Minh,OD00047,2024-04-28,39
KH00492,Phan Thi Mai,Hai Phong,OD04599,2024-03-29,41
KH00690,Hoang Van Tien,Can Tho,OD02816,2024-08-08,89
KH00352,Pham Thi Thanh Huong,Ða Nang,OD01793,2024-11-25,3
KH00757,Ðo Hoang Anh,Ha Noi,OD01992,2024-07-02,12
KH00978,Tran Thi Bich Ngoc,Ho Chi Minh,OD01228,2024-07-21,76
KH00881,Ngo Van Long,Ho Chi Minh,OD02215,2024-02-10,76
KH00701,Ðo Hoang Anh,Hai Phong,OD04092,2024-02-06,44
KH00676,Ðang Thi Hanh,Ho Chi Minh,OD03362,2024-05-07,76
KH00178,Ngo Van Long,Ha Noi,OD07638,2024-10-01,15
KH00418,Phan Thi Mai,Hai Phong,OD00052,2024-08-23,75
KH00271,Tran Thi Bich Ngoc,Ha Noi,OD00211,2023-12-27,8
KH00190,Le Minh Hoang,Ho Chi Minh,OD02898,2024-12-14,93
KH00384,Huynh Thi Thu Ha,Hai Phong,OD01520,2024-07-17,15
KH00949,Ngo Van Long,Hai Phong,OD03231,2024-05-25,23
KH00039,Bui Thi Lan,Ða Nang,OD00556,2024-10-10,46
KH00933,Le Minh Hoang,Ho Chi Minh,OD00108,2024-05-06,53
KH00910,Tran Thi Bich Ngoc,Ha Noi,OD03675,2024-01-24,73
KH00087,Vu Minh Quan,Ða Nang,OD03439,2024-01-14,29
KH00861,Huynh Thi Thu Ha,Can Tho,OD02929,2024-10-12,84
KH00247,Ðo Hoang Anh,Ða Nang,OD07787,2024-02-15,87
KH00085,Vu Minh Quan,Ha Noi,OD03718,2024-01-24,48
KH00758,Le Minh Hoang,Ho Chi Minh,OD01205,2024-05-15,69
KH00203,Tran Thi Bich Ngoc,Ho Chi Minh,OD01191,2024-05-20,2
KH00950,Ðang Thi Hanh,Ho Chi Minh,OD01038,2024-01-04,23
KH00561,Ðo Hoang Anh,Hai Phong,OD00725,2024-04-18,73
KH00846,Le Minh Hoang,Can Tho,OD00498,2024-08-01,19
KH00928,Phan Thi Mai,Ho Chi Minh,OD05207,2024-03-08,92
KH00176,Ðang Thi Hanh,Ða Nang,OD00315,2024-12-12,60
KH00552,Cao Minh Tam,Hai Phong,OD06370,2024-08-07,19
KH00187,Le Minh Hoang,Hai Phong,OD05251,2024-07-17,95
KH00479,Hoang Van Tien,Hai Phong,OD02057,2024-02-15,79
KH00903,Bui Thi Lan,Ho Chi Minh,OD03079,2024-11-17,15
KH00919,Bui Thi Lan,Ða Nang,OD06642,2024-01-11,40
KH00510,Hoang Van Tien,Ho Chi Minh,OD06426,2024-11-25,72
KH00923,Ngo Van Long,Ha Noi,OD05472,2024-02-25,22
KH00712,Huynh Thi Thu Ha,Can Tho,OD03143,2024-10-28,40
KH00166,Tran Thi Bich Ngoc,Ho Chi Minh,OD02640,2024-01-20,37
KH00523,Tran Thi Bich Ngoc,Ha Noi,OD01766,2024-06-05,10
KH00932,Phan Thi Mai,Ho Chi Minh,OD04432,2024-09-01,58
KH00292,Huynh Thi Thu Ha,Can Tho,OD01668,2024-03-04,46
KH00556,Phan Thi Mai,Ha Noi,OD00604,2024-08-09,39
KH00979,Ðang Thi Hanh,Ha Noi,OD07578,2024-06-14,83
KH00955,Phan Thi Mai,Hai Phong,OD01359,2024-01-30,77
KH00625,Tran Thi Bich Ngoc,Hai Phong,OD00972,2024-07-08,69
KH00432,Pham Thi Thanh Huong,Ho Chi Minh,OD00958,2024-03-06,48
KH00082,Phan Thi Mai,Ða Nang,OD05926,2024-06-13,22
KH00654,Tran Thi Bich Ngoc,Can Tho,OD05114,2023-12-25,1
KH00041,Bui Thi Lan,Ða Nang,OD05841,2024-01-31,69
KH00567,Nguyen Van An,Ða Nang,OD04298,2024-06-25,69
KH00915,Ngo Van Long,Ho Chi Minh,OD06493,2024-11-01,6
KH00336,Huynh Thi Thu Ha,Hai Phong,OD07933,2024-08-28,92
KH00401,Tran Thi Bich Ngoc,Hai Phong,OD06714,2024-04-06,11
KH00220,Ðang Thi Hanh,Ho Chi Minh,OD03707,2024-12-01,40
KH00477,Ðang Thi Hanh,Ho Chi Minh,OD01230,2024-07-02,45
KH00945,Nguyen Van An,Can Tho,OD04971,2024-11-15,38
KH00529,Huynh Thi Thu Ha,Ha Noi,OD07556,2024-08-07,46
KH00908,Nguyen Van An,Hai Phong,OD02385,2024-02-03,21
KH00295,Vu Minh Quan,Ða Nang,OD03083,2024-11-25,31
KH00280,Huynh Thi Thu Ha,Can Tho,OD00185,2024-11-15,95
KH00569,Nguyen Van An,Ho Chi Minh,OD04940,2024-02-05,97
KH00242,Hoang Van Tien,Ha Noi,OD07282,2024-10-08,42
KH00858,Ðang Thi Hanh,Ha Noi,OD07042,2024-02-11,51
KH00152,Le Minh Hoang,Ho Chi Minh,OD05005,2024-05-09,48
KH00345,Tran Thi Bich Ngoc,Can Tho,OD03795,2024-02-13,23
KH00717,Pham Thi Thanh Huong,Ho Chi Minh,OD00746,2024-11-19,94
KH00514,Ðang Thi Hanh,Ho Chi Minh,OD05466,2024-08-12,50
KH00315,Huynh Thi Thu Ha,Can Tho,OD05971,2024-02-13,43
KH00859,Le Minh Hoang,Hai Phong,OD05532,2024-09-24,52
KH00830,Ly Thi Kim Chi,Ða Nang,OD03422,2024-11-24,40
KH00055,Vu Minh Quan,Hai Phong,OD02825,2024-01-06,35
KH00554,Le Minh Hoang,Can Tho,OD05266,2024-05-10,19
KH00485,Hoang Van Tien,Ha Noi,OD06083,2024-09-10,10
KH00293,Cao Minh Tam,Ha Noi,OD02855,2024-01-12,53
KH00019,Bui Thi Lan,Ho Chi Minh,OD00869,2024-10-05,20
KH00797,Hoang Van Tien,Ha Noi,OD06366,2024-07-17,95
KH00165,Tran Thi Bich Ngoc,Ða Nang,OD00079,2024-07-05,20
KH00051,Bui Thi Lan,Ha Noi,OD02037,2024-07-14,42
KH00426,Pham Thi Thanh Huong,Ða Nang,OD03721,2024-07-24,19
KH00808,Le Minh Hoang,Hai Phong,OD00664,2024-01-08,89
KH00121,Bui Thi Lan,Ða Nang,OD07250,2024-06-10,16
KH00017,Le Minh Hoang,Ha Noi,OD03448,2024-12-08,56
KH00700,Ðo Hoang Anh,Hai Phong,OD07789,2024-10-26,81
KH00417,Ðang Thi Hanh,Hai Phong,OD01610,2024-08-07,16
KH00385,Ðang Thi Hanh,Can Tho,OD00123,2024-01-27,58
KH00272,Bui Thi Lan,Ha Noi,OD04590,2024-03-02,6
KH00956,Bui Thi Lan,Ha Noi,OD03977,2024-07-17,41
KH00634,Le Minh Hoang,Ða Nang,OD04713,2024-12-19,79
KH00500,Cao Minh Tam,Ha Noi,OD04157,2023-12-26,2
